epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,1590.28,1.03866,0.46846,0.00181,0.92881,0.91056,0.94662,0.64979,1.40313,0.69626,0.00438,0.00071064,0.00071064,0.00071064
366,1594.69,0.98095,0.44802,0.00189,0.9477,0.91932,0.94999,0.64566,1.40463,0.67904,0.00439,0.00070954,0.00070954,0.00070954
367,1599.17,1.02129,0.48993,0.00184,0.93661,0.91564,0.94784,0.65349,1.40417,0.64784,0.00438,0.00070844,0.00070844,0.00070844
368,1603.22,1.06532,0.47924,0.00183,0.94185,0.90939,0.94432,0.65516,1.3738,0.65695,0.00431,0.00070734,0.00070734,0.00070734
369,1608.19,0.97814,0.45437,0.00183,0.93583,0.92007,0.94738,0.65492,1.37261,0.66222,0.00431,0.00070624,0.00070624,0.00070624
370,1612.59,1.03833,0.47726,0.00182,0.93794,0.91331,0.94707,0.65298,1.37441,0.64645,0.0043,0.000705141,0.000705141,0.000705141
371,1616.65,1.00989,0.44045,0.00181,0.92869,0.92584,0.94917,0.65345,1.36439,0.65857,0.00431,0.000704041,0.000704041,0.000704041
372,1621.67,1.02873,0.44635,0.00185,0.93424,0.92148,0.94978,0.65965,1.38554,0.63384,0.00431,0.000702941,0.000702941,0.000702941
373,1625.73,0.97013,0.43056,0.00179,0.9409,0.90867,0.94913,0.65841,1.40527,0.64732,0.00438,0.000701841,0.000701841,0.000701841
374,1629.77,0.99646,0.4296,0.00181,0.90105,0.91638,0.94681,0.65834,1.40941,0.66967,0.00443,0.000700741,0.000700741,0.000700741
375,1634.92,1.04493,0.48161,0.0019,0.90796,0.92617,0.94575,0.6438,1.42044,0.66275,0.00444,0.000699641,0.000699641,0.000699641
376,1639,1.01971,0.46252,0.00184,0.90393,0.91933,0.9439,0.64371,1.40697,0.67537,0.00439,0.000698541,0.000698541,0.000698541
377,1642.95,1.03918,0.46055,0.00179,0.92989,0.89981,0.94144,0.63833,1.44799,0.65485,0.00451,0.000697441,0.000697441,0.000697441
378,1648.05,1.03621,0.44192,0.00179,0.93347,0.90281,0.94764,0.63567,1.44353,0.66803,0.00451,0.000696341,0.000696341,0.000696341
379,1652.27,1.03146,0.46006,0.00185,0.92705,0.90299,0.94838,0.65262,1.40466,0.65736,0.00437,0.000695242,0.000695242,0.000695242
380,1656.35,0.97454,0.437,0.00178,0.92946,0.9219,0.94625,0.64985,1.4114,0.67211,0.00438,0.000694142,0.000694142,0.000694142
381,1661.95,1.04507,0.46072,0.00185,0.94635,0.90517,0.94876,0.65105,1.40074,0.67035,0.00436,0.000693042,0.000693042,0.000693042
382,1665.93,0.98089,0.43396,0.00187,0.92508,0.91141,0.94548,0.6411,1.43199,0.66222,0.00448,0.000691942,0.000691942,0.000691942
383,1669.96,1.01495,0.4561,0.00179,0.92643,0.88014,0.93981,0.65746,1.38655,0.64121,0.00431,0.000690842,0.000690842,0.000690842
384,1675.26,1.05866,0.47441,0.00183,0.92995,0.89017,0.94001,0.6536,1.36515,0.65215,0.00421,0.000689742,0.000689742,0.000689742
385,1679.19,1.00799,0.45732,0.00187,0.92597,0.9006,0.94342,0.65584,1.38076,0.62975,0.00432,0.000688642,0.000688642,0.000688642
386,1683.24,0.98636,0.45443,0.00179,0.9017,0.92372,0.94094,0.64842,1.40767,0.66884,0.00442,0.000687542,0.000687542,0.000687542
387,1688.7,0.95595,0.4527,0.0018,0.90292,0.93401,0.94718,0.6525,1.40104,0.67779,0.00443,0.000686442,0.000686442,0.000686442
388,1692.78,1.08702,0.49901,0.00188,0.90671,0.91923,0.94326,0.64947,1.41579,0.64734,0.00451,0.000685343,0.000685343,0.000685343
389,1696.89,1.00413,0.44493,0.00187,0.92296,0.89521,0.94446,0.65534,1.40116,0.62378,0.00442,0.000684243,0.000684243,0.000684243
390,1702.08,1.01455,0.4558,0.00187,0.89906,0.93948,0.94548,0.64184,1.44809,0.63852,0.00455,0.000683143,0.000683143,0.000683143
391,1706.07,1.04727,0.4458,0.0019,0.91045,0.9367,0.94453,0.65245,1.43345,0.64176,0.00454,0.000682043,0.000682043,0.000682043
392,1710.1,1.04986,0.45282,0.0018,0.91698,0.92508,0.94545,0.65094,1.41492,0.67579,0.00443,0.000680943,0.000680943,0.000680943
393,1715.54,1.05201,0.4711,0.00186,0.91023,0.94572,0.94645,0.64181,1.41528,0.70026,0.0044,0.000679843,0.000679843,0.000679843
394,1719.64,1.04373,0.47065,0.00193,0.91702,0.93274,0.94576,0.65697,1.38246,0.68181,0.0043,0.000678743,0.000678743,0.000678743
395,1723.67,0.95311,0.42863,0.00181,0.90875,0.9217,0.94458,0.65917,1.37497,0.67004,0.00423,0.000677643,0.000677643,0.000677643
396,1728.87,0.98717,0.43192,0.00181,0.93517,0.91031,0.94979,0.66193,1.38297,0.68202,0.00422,0.000676543,0.000676543,0.000676543
397,1732.91,1.02322,0.46223,0.00188,0.90638,0.9179,0.94812,0.65636,1.37154,0.69855,0.00415,0.000675444,0.000675444,0.000675444
398,1736.97,0.97718,0.43978,0.00175,0.9152,0.90884,0.95093,0.66527,1.36361,0.66252,0.00416,0.000674344,0.000674344,0.000674344
399,1742.23,1.02386,0.49582,0.00193,0.91899,0.91313,0.95189,0.66085,1.38508,0.65906,0.00427,0.000673244,0.000673244,0.000673244
400,1746.22,0.9373,0.44469,0.00179,0.94695,0.89669,0.95178,0.66419,1.38047,0.65492,0.0043,0.000672144,0.000672144,0.000672144
401,1750.21,1.01006,0.45571,0.00175,0.91654,0.92652,0.95351,0.65888,1.39105,0.64898,0.00436,0.000671044,0.000671044,0.000671044
402,1755.49,0.97851,0.446,0.00184,0.94517,0.89324,0.94401,0.66362,1.37621,0.65877,0.00426,0.000669944,0.000669944,0.000669944
403,1759.47,0.96087,0.40926,0.0017,0.95581,0.89601,0.94541,0.65738,1.3974,0.65968,0.00432,0.000668844,0.000668844,0.000668844
404,1763.49,1.0296,0.45996,0.00175,0.95056,0.89126,0.94295,0.656,1.42005,0.66537,0.00439,0.000667744,0.000667744,0.000667744
405,1768.81,0.97927,0.43786,0.00183,0.90441,0.92233,0.94628,0.65747,1.39701,0.67543,0.00433,0.000666644,0.000666644,0.000666644
406,1772.87,1.04905,0.48627,0.00194,0.93627,0.90254,0.94491,0.66122,1.39122,0.6313,0.00433,0.000665545,0.000665545,0.000665545
407,1777.15,0.98894,0.43664,0.00176,0.93768,0.91793,0.94522,0.65363,1.42366,0.63421,0.00447,0.000664445,0.000664445,0.000664445
408,1782.51,0.99514,0.44717,0.00184,0.91789,0.93061,0.94671,0.64929,1.44379,0.64345,0.00453,0.000663345,0.000663345,0.000663345
409,1786.46,1.03184,0.43506,0.00173,0.93833,0.92458,0.94835,0.64225,1.47597,0.60527,0.00463,0.000662245,0.000662245,0.000662245
410,1790.59,1.00334,0.45884,0.00179,0.94299,0.9286,0.9492,0.65298,1.44632,0.60711,0.00452,0.000661145,0.000661145,0.000661145
411,1795.77,0.98509,0.44126,0.00191,0.91882,0.92895,0.94477,0.65725,1.44296,0.60174,0.00448,0.000660045,0.000660045,0.000660045
412,1799.79,1.05797,0.45365,0.00188,0.93297,0.9183,0.94404,0.66027,1.42353,0.60413,0.00443,0.000658945,0.000658945,0.000658945
413,1804.01,1.02643,0.44517,0.00184,0.90533,0.93432,0.94483,0.6554,1.41405,0.60732,0.00444,0.000657845,0.000657845,0.000657845
414,1809.17,1.03724,0.45694,0.00177,0.93049,0.90141,0.94319,0.6601,1.39231,0.62954,0.00429,0.000656745,0.000656745,0.000656745
415,1813.18,0.99892,0.43488,0.00167,0.92161,0.92984,0.94471,0.66638,1.38705,0.64192,0.00428,0.000655646,0.000655646,0.000655646
416,1817.2,1.00397,0.44179,0.0018,0.93928,0.92564,0.94596,0.66193,1.40509,0.62145,0.00432,0.000654546,0.000654546,0.000654546
417,1822.23,0.94939,0.42822,0.00181,0.91877,0.91616,0.94408,0.66418,1.39181,0.61765,0.00428,0.000653446,0.000653446,0.000653446
418,1826.21,0.98211,0.42361,0.00171,0.94484,0.91236,0.94946,0.66268,1.40648,0.63901,0.00435,0.000652346,0.000652346,0.000652346
419,1830.36,0.9659,0.44112,0.00173,0.942,0.91544,0.9464,0.65173,1.43226,0.66841,0.00442,0.000651246,0.000651246,0.000651246
420,1835.43,0.95368,0.42311,0.00163,0.94339,0.89262,0.94995,0.66357,1.40647,0.68275,0.00433,0.000650146,0.000650146,0.000650146
421,1839.35,0.95995,0.41969,0.00171,0.92455,0.91666,0.94822,0.66201,1.40439,0.66779,0.00436,0.000649046,0.000649046,0.000649046
422,1843.4,0.93054,0.40191,0.00179,0.91722,0.94246,0.9501,0.65843,1.40209,0.67146,0.00436,0.000647946,0.000647946,0.000647946
423,1848.55,1.01112,0.4519,0.00176,0.91664,0.92938,0.95182,0.6689,1.38591,0.67108,0.00431,0.000646846,0.000646846,0.000646846
424,1852.5,1.05229,0.47379,0.00179,0.92883,0.92713,0.95013,0.67024,1.39844,0.63382,0.00437,0.000645747,0.000645747,0.000645747
425,1856.74,0.97451,0.44462,0.00178,0.91862,0.88999,0.94669,0.66091,1.37295,0.6534,0.00429,0.000644647,0.000644647,0.000644647
426,1861.9,1.02184,0.46705,0.00184,0.94761,0.87699,0.95042,0.66658,1.36185,0.63708,0.00428,0.000643547,0.000643547,0.000643547
427,1865.75,0.97591,0.42036,0.00173,0.91281,0.90091,0.94841,0.65773,1.39793,0.64879,0.0044,0.000642447,0.000642447,0.000642447
428,1869.78,1.00148,0.43014,0.00172,0.92757,0.89953,0.94804,0.65536,1.42777,0.65697,0.00454,0.000641347,0.000641347,0.000641347
429,1874.78,0.89337,0.39921,0.00168,0.924,0.91051,0.94214,0.65671,1.42988,0.65746,0.00455,0.000640247,0.000640247,0.000640247
430,1878.85,0.95355,0.41619,0.00166,0.92675,0.90248,0.94301,0.64627,1.42742,0.67233,0.00451,0.000639147,0.000639147,0.000639147
431,1882.84,0.99461,0.44369,0.00172,0.92261,0.9116,0.94516,0.64021,1.43756,0.66689,0.00455,0.000638047,0.000638047,0.000638047
432,1888.19,0.96808,0.44298,0.00172,0.9394,0.89949,0.94687,0.64133,1.40519,0.64595,0.00445,0.000636947,0.000636947,0.000636947
433,1892.07,1.04249,0.46427,0.00178,0.89896,0.92144,0.94296,0.65388,1.39684,0.66425,0.00441,0.000635848,0.000635848,0.000635848
434,1895.94,0.90809,0.41132,0.00176,0.88663,0.90773,0.93902,0.65601,1.38649,0.66672,0.00429,0.000634748,0.000634748,0.000634748
435,1900.95,0.94878,0.41868,0.00177,0.88037,0.91578,0.93847,0.65588,1.4172,0.67149,0.00434,0.000633648,0.000633648,0.000633648
436,1905.1,0.98557,0.44341,0.00172,0.92645,0.89127,0.94209,0.64774,1.43566,0.6608,0.00439,0.000632548,0.000632548,0.000632548
437,1909.04,0.99641,0.45942,0.00173,0.94498,0.87335,0.94763,0.65172,1.43387,0.6017,0.00443,0.000631448,0.000631448,0.000631448
438,1914.23,0.96167,0.42413,0.00168,0.95884,0.89864,0.95389,0.65937,1.40183,0.60024,0.00431,0.000630348,0.000630348,0.000630348
439,1918.33,0.94526,0.43755,0.00168,0.95332,0.89784,0.9516,0.65759,1.40019,0.64276,0.00432,0.000629248,0.000629248,0.000629248
440,1922.33,0.9135,0.40588,0.00162,0.93757,0.93142,0.95062,0.66234,1.39483,0.61545,0.00435,0.000628148,0.000628148,0.000628148
441,1927.29,1.00661,0.45119,0.0018,0.93251,0.91177,0.9501,0.64636,1.41794,0.63466,0.00438,0.000627048,0.000627048,0.000627048
442,1931.47,0.94449,0.39639,0.00173,0.94333,0.89549,0.95359,0.66026,1.41787,0.67056,0.00434,0.000625949,0.000625949,0.000625949
443,1935.42,0.98665,0.43184,0.00183,0.91459,0.93043,0.95348,0.65851,1.40026,0.65279,0.00432,0.000624849,0.000624849,0.000624849
444,1940.58,1.01915,0.44431,0.00184,0.90173,0.95411,0.95286,0.66716,1.38422,0.64807,0.00428,0.000623749,0.000623749,0.000623749
445,1944.69,1.02005,0.43731,0.00173,0.91512,0.92077,0.94822,0.67006,1.38104,0.64044,0.00425,0.000622649,0.000622649,0.000622649
446,1948.61,0.9718,0.42774,0.00169,0.92221,0.91495,0.94148,0.6585,1.38204,0.66886,0.00428,0.000621549,0.000621549,0.000621549
447,1953.7,0.96901,0.4117,0.00174,0.91093,0.91537,0.94566,0.6522,1.37432,0.68206,0.00429,0.000620449,0.000620449,0.000620449
448,1957.93,1.04934,0.45527,0.0018,0.90056,0.931,0.94539,0.6548,1.38491,0.65491,0.00426,0.000619349,0.000619349,0.000619349
449,1962.02,0.93116,0.40819,0.00168,0.92848,0.89375,0.94368,0.65384,1.40169,0.68777,0.00429,0.000618249,0.000618249,0.000618249
450,1966.95,0.98456,0.44371,0.00171,0.93363,0.92311,0.94759,0.66108,1.37312,0.67686,0.00423,0.000617149,0.000617149,0.000617149
451,1971.1,0.94147,0.41348,0.00171,0.90305,0.91293,0.94551,0.65689,1.3986,0.65261,0.00431,0.000616049,0.000616049,0.000616049
452,1975.3,0.91694,0.40343,0.00162,0.95421,0.88877,0.95027,0.65174,1.41264,0.65895,0.00437,0.00061495,0.00061495,0.00061495
453,1980.29,0.94183,0.4254,0.00168,0.92588,0.92869,0.94919,0.66021,1.39279,0.6468,0.00432,0.00061385,0.00061385,0.00061385
454,1984.3,0.92625,0.40549,0.00169,0.93034,0.90995,0.95152,0.6682,1.38566,0.62089,0.00428,0.00061275,0.00061275,0.00061275
455,1988.24,0.95987,0.4215,0.00167,0.94023,0.87866,0.95302,0.66499,1.38635,0.61866,0.00425,0.00061165,0.00061165,0.00061165
456,1993.19,0.97812,0.43124,0.00171,0.91067,0.9186,0.95176,0.66588,1.38323,0.62655,0.00428,0.00061055,0.00061055,0.00061055
457,1997.59,0.90653,0.40775,0.00168,0.95031,0.89643,0.94942,0.6628,1.40292,0.63815,0.00434,0.00060945,0.00060945,0.00060945
458,2001.83,1.00929,0.44225,0.00169,0.94372,0.90216,0.94982,0.64599,1.41367,0.6672,0.00439,0.00060835,0.00060835,0.00060835
459,2007.11,0.93886,0.40828,0.00159,0.94419,0.89627,0.9463,0.65031,1.41167,0.66767,0.00437,0.00060725,0.00060725,0.00060725
460,2011.14,0.90173,0.39024,0.00163,0.94,0.90411,0.94573,0.65579,1.41308,0.68333,0.00436,0.00060615,0.00060615,0.00060615
461,2015.34,0.97202,0.41579,0.00163,0.9364,0.90481,0.94917,0.64914,1.43748,0.68347,0.00439,0.000605051,0.000605051,0.000605051
462,2020.75,0.9563,0.42281,0.00168,0.92248,0.93817,0.9537,0.65081,1.42652,0.66868,0.00434,0.000603951,0.000603951,0.000603951
463,2025.02,0.95417,0.41456,0.00167,0.93016,0.92177,0.95142,0.65588,1.42939,0.67304,0.00436,0.000602851,0.000602851,0.000602851
464,2029.12,0.99062,0.44006,0.00171,0.93517,0.91051,0.95009,0.65617,1.40993,0.67425,0.00433,0.000601751,0.000601751,0.000601751
465,2034.61,0.98132,0.4363,0.0017,0.92724,0.89801,0.9507,0.65245,1.40242,0.66603,0.00433,0.000600651,0.000600651,0.000600651
466,2038.66,1.0219,0.4561,0.00174,0.92347,0.90339,0.94601,0.64122,1.41665,0.67113,0.00439,0.000599551,0.000599551,0.000599551
467,2042.82,0.96868,0.41091,0.00168,0.93912,0.88942,0.94821,0.64117,1.43068,0.65352,0.00442,0.000598451,0.000598451,0.000598451
468,2048.14,0.96231,0.42526,0.0018,0.92311,0.92332,0.9494,0.64348,1.42366,0.64022,0.00441,0.000597351,0.000597351,0.000597351
469,2052.21,0.92179,0.39761,0.00174,0.91963,0.92314,0.95044,0.64779,1.41476,0.64665,0.00438,0.000596251,0.000596251,0.000596251
470,2056.38,1.04075,0.4288,0.00173,0.93246,0.85975,0.94858,0.64779,1.41332,0.66021,0.00436,0.000595152,0.000595152,0.000595152
471,2061.66,1.00487,0.44719,0.00169,0.91195,0.89774,0.94804,0.64963,1.39904,0.67417,0.00429,0.000594052,0.000594052,0.000594052
472,2065.72,0.94214,0.40239,0.00169,0.88974,0.9255,0.94862,0.64922,1.40097,0.67448,0.00432,0.000592952,0.000592952,0.000592952
473,2069.91,0.97971,0.42806,0.00168,0.94376,0.91975,0.95317,0.65865,1.39689,0.67062,0.00434,0.000591852,0.000591852,0.000591852
474,2075.19,0.97544,0.42117,0.00173,0.95561,0.90922,0.95029,0.64781,1.41954,0.66757,0.00439,0.000590752,0.000590752,0.000590752
475,2079.33,0.95228,0.41896,0.00166,0.93392,0.91688,0.94504,0.64955,1.42818,0.6488,0.00441,0.000589652,0.000589652,0.000589652
476,2083.5,0.93052,0.41474,0.00166,0.93052,0.93195,0.94752,0.64984,1.42064,0.63819,0.00437,0.000588552,0.000588552,0.000588552
477,2088.7,0.95209,0.41803,0.00169,0.92494,0.92838,0.9513,0.65017,1.41706,0.61807,0.00432,0.000587452,0.000587452,0.000587452
478,2092.62,0.88598,0.38993,0.00162,0.916,0.9356,0.95314,0.65304,1.41668,0.65821,0.00434,0.000586352,0.000586352,0.000586352
479,2096.94,0.93675,0.4041,0.00171,0.91092,0.93771,0.95136,0.65382,1.43549,0.65838,0.00443,0.000585253,0.000585253,0.000585253
480,2102.19,0.98624,0.41188,0.00177,0.91338,0.93723,0.95106,0.65487,1.42349,0.65734,0.00438,0.000584153,0.000584153,0.000584153
481,2106.16,0.97073,0.40691,0.00172,0.91925,0.93897,0.94934,0.6401,1.45221,0.65722,0.00449,0.000583053,0.000583053,0.000583053
482,2110.27,0.95505,0.41545,0.00167,0.90435,0.93239,0.94677,0.6466,1.43997,0.66641,0.00442,0.000581953,0.000581953,0.000581953
483,2115.47,0.92523,0.40041,0.00157,0.90728,0.92143,0.94688,0.65009,1.42955,0.68943,0.00433,0.000580853,0.000580853,0.000580853
484,2119.6,0.93144,0.40212,0.00159,0.93402,0.89087,0.9468,0.66196,1.41181,0.66038,0.00431,0.000579753,0.000579753,0.000579753
485,2123.85,0.95651,0.4092,0.00161,0.9263,0.90919,0.94627,0.66068,1.41024,0.68072,0.00432,0.000578653,0.000578653,0.000578653
486,2129,0.91082,0.41348,0.00159,0.94493,0.89715,0.94365,0.65965,1.41661,0.67536,0.00436,0.000577553,0.000577553,0.000577553
487,2132.97,1.00314,0.45034,0.00168,0.92672,0.88745,0.94281,0.66236,1.42474,0.65727,0.00439,0.000576453,0.000576453,0.000576453
488,2137.08,0.93977,0.39104,0.00161,0.90978,0.9132,0.94343,0.65212,1.41706,0.64896,0.00433,0.000575354,0.000575354,0.000575354
489,2142.4,0.94788,0.42471,0.00168,0.94166,0.90134,0.95225,0.65467,1.40669,0.65783,0.00425,0.000574254,0.000574254,0.000574254
490,2146.42,0.92136,0.40835,0.00165,0.93744,0.91848,0.94831,0.65715,1.40829,0.64156,0.00431,0.000573154,0.000573154,0.000573154
491,2150.37,0.97053,0.42288,0.0017,0.92506,0.90122,0.94841,0.66037,1.41476,0.64702,0.00432,0.000572054,0.000572054,0.000572054
492,2155.67,0.9122,0.40041,0.00168,0.93659,0.90467,0.95319,0.6632,1.39167,0.65257,0.00426,0.000570954,0.000570954,0.000570954
493,2159.68,0.90506,0.40216,0.0016,0.91707,0.93417,0.95477,0.66377,1.39149,0.64537,0.00426,0.000569854,0.000569854,0.000569854
494,2163.58,0.89963,0.40001,0.00167,0.94213,0.9074,0.95301,0.65812,1.4117,0.64726,0.00435,0.000568754,0.000568754,0.000568754
495,2168.67,0.96904,0.42002,0.00164,0.94887,0.90569,0.95344,0.65362,1.41339,0.64539,0.00435,0.000567654,0.000567654,0.000567654
496,2172.75,0.93764,0.4121,0.00162,0.93961,0.89241,0.95018,0.65659,1.4074,0.65452,0.00434,0.000566554,0.000566554,0.000566554
497,2176.72,0.94687,0.42231,0.00164,0.95139,0.89007,0.95336,0.65843,1.40686,0.6106,0.00434,0.000565455,0.000565455,0.000565455
498,2181.85,0.90714,0.3935,0.00158,0.93093,0.91926,0.95497,0.66506,1.40979,0.60843,0.00437,0.000564355,0.000564355,0.000564355
499,2185.8,0.95458,0.41846,0.00166,0.92747,0.91176,0.95208,0.66224,1.39685,0.6428,0.00432,0.000563255,0.000563255,0.000563255
500,2189.73,0.93009,0.39909,0.00157,0.92231,0.89971,0.9503,0.66215,1.40496,0.6399,0.00435,0.000562155,0.000562155,0.000562155
501,2194.8,0.92365,0.41575,0.00162,0.91957,0.9119,0.95096,0.65824,1.41228,0.6381,0.0044,0.000561055,0.000561055,0.000561055
502,2198.74,0.904,0.41002,0.0016,0.90546,0.91855,0.94728,0.65539,1.398,0.64058,0.00437,0.000559955,0.000559955,0.000559955
503,2202.63,0.91266,0.39463,0.00161,0.94261,0.89159,0.95067,0.65452,1.40663,0.62828,0.00437,0.000558855,0.000558855,0.000558855
504,2207.8,0.93994,0.42482,0.0016,0.91352,0.93162,0.95191,0.66091,1.40325,0.62358,0.00436,0.000557755,0.000557755,0.000557755
505,2211.96,0.94421,0.41342,0.00169,0.91377,0.92158,0.95115,0.65931,1.42179,0.63218,0.00441,0.000556655,0.000556655,0.000556655
506,2215.83,0.99519,0.43386,0.00163,0.93753,0.91996,0.9488,0.65548,1.4378,0.6286,0.00441,0.000555556,0.000555556,0.000555556
507,2220.73,0.91111,0.38641,0.00167,0.93863,0.90422,0.94668,0.65964,1.44229,0.61953,0.00445,0.000554456,0.000554456,0.000554456
508,2224.88,0.92329,0.42989,0.00162,0.92931,0.91928,0.94678,0.64804,1.45179,0.63577,0.00447,0.000553356,0.000553356,0.000553356
509,2228.75,0.92223,0.41448,0.00174,0.92083,0.91292,0.94714,0.65812,1.40649,0.64437,0.00429,0.000552256,0.000552256,0.000552256
510,2233.38,0.91419,0.39099,0.0016,0.94502,0.90486,0.95249,0.65633,1.43797,0.63811,0.00439,0.000551156,0.000551156,0.000551156
511,2237.93,0.94437,0.40092,0.00162,0.92114,0.93064,0.95552,0.65932,1.43837,0.62632,0.00442,0.000550056,0.000550056,0.000550056
512,2241.9,0.94633,0.42245,0.00169,0.92176,0.93731,0.95362,0.66272,1.40832,0.63587,0.00434,0.000548956,0.000548956,0.000548956
513,2246.35,0.98063,0.41713,0.00159,0.93681,0.91588,0.94809,0.66148,1.41127,0.63984,0.00436,0.000547856,0.000547856,0.000547856
514,2250.84,0.90596,0.3923,0.00157,0.90837,0.93762,0.95045,0.65703,1.41566,0.65182,0.00438,0.000546756,0.000546756,0.000546756
515,2254.73,0.91538,0.39223,0.00156,0.93726,0.90963,0.9512,0.65611,1.40732,0.6685,0.00437,0.000545657,0.000545657,0.000545657
516,2259.05,0.86245,0.37931,0.00159,0.91738,0.91251,0.94687,0.66305,1.39172,0.6185,0.00433,0.000544557,0.000544557,0.000544557
517,2263.96,0.90043,0.38137,0.00163,0.89504,0.91991,0.95067,0.66491,1.40302,0.60761,0.00438,0.000543457,0.000543457,0.000543457
518,2267.87,0.89527,0.38166,0.00161,0.92523,0.90534,0.95081,0.65985,1.40348,0.6103,0.00438,0.000542357,0.000542357,0.000542357
519,2271.93,0.88477,0.38766,0.00158,0.91712,0.91329,0.94677,0.65933,1.41358,0.64717,0.00438,0.000541257,0.000541257,0.000541257
520,2276.96,0.91398,0.41057,0.00164,0.92319,0.91456,0.94863,0.66502,1.40927,0.68673,0.00433,0.000540157,0.000540157,0.000540157
521,2280.96,0.90529,0.39776,0.00163,0.91496,0.93351,0.95125,0.66048,1.41154,0.6632,0.00434,0.000539057,0.000539057,0.000539057
522,2284.9,0.86861,0.36691,0.00156,0.88346,0.93816,0.95097,0.65751,1.40424,0.68554,0.0043,0.000537957,0.000537957,0.000537957
523,2289.9,0.89091,0.3756,0.00167,0.88693,0.93414,0.94642,0.65155,1.41503,0.67941,0.00436,0.000536857,0.000536857,0.000536857
524,2294.05,0.92453,0.38737,0.00155,0.92456,0.8982,0.94442,0.64632,1.42675,0.67792,0.0044,0.000535758,0.000535758,0.000535758
